HCHO_Amount,Location,Present_Date,Next_Date,Month,Average Temperature(°C)
6.044825066911445e-05,Monaragala,2021-11-20,2021-11-21,November,22.0
0.0001255693169355,Monaragala,2021-11-21,2021-11-22,November,22.0
0.0001968079463383,Monaragala,2021-11-26,2021-11-27,November,22.0
0.0001142243118633,Monaragala,2021-11-27,2021-11-28,November,22.0
0.0001877162604441,Monaragala,2021-11-28,2021-11-29,November,22.0
5.612014719289699e-05,Monaragala,2021-12-01,2021-12-02,December,21.1
0.0001661489983942,Monaragala,2021-12-02,2021-12-03,December,21.1
0.000150050576238,Monaragala,2021-12-03,2021-12-04,December,21.1
0.0001288660540604,Monaragala,2021-12-05,2021-12-06,December,21.1
3.4170409967666125e-05,Monaragala,2021-12-06,2021-12-07,December,21.1
0.0001407085732504,Monaragala,2021-12-07,2021-12-08,December,21.1
3.20092777973345e-05,Monaragala,2021-12-09,2021-12-10,December,21.1
9.629240240203887e-05,Monaragala,2021-12-11,2021-12-12,December,21.1
1.334737332348892e-05,Monaragala,2021-12-16,2021-12-17,December,21.1
3.829852517229776e-05,Monaragala,2021-12-17,2021-12-18,December,21.1
9.010695077407996e-05,Monaragala,2021-12-18,2021-12-19,December,21.1
2.7571358908826725e-05,Monaragala,2021-12-19,2021-12-20,December,21.1
2.77134981627186e-05,Monaragala,2021-12-20,2021-12-21,December,21.1
6.890564438402295e-05,Monaragala,2021-12-22,2021-12-23,December,21.1
8.469703632463418e-05,Monaragala,2021-12-23,2021-12-24,December,21.1
0.000103078525632,Monaragala,2021-12-25,2021-12-26,December,21.1
3.0851154304230593e-05,Monaragala,2021-12-26,2021-12-27,December,21.1
3.5908986180593604e-05,Monaragala,2021-12-27,2021-12-28,December,21.1
2.491021375250144e-05,Monaragala,2021-12-29,2021-12-30,December,21.1
0.0001232948475055,Monaragala,2021-12-30,2021-12-31,December,21.1
5.742851401660482e-05,Monaragala,2022-01-13,2022-01-14,January,21.2
0.0001294419381111,Monaragala,2022-01-14,2022-01-15,January,21.2
3.907365867448054e-05,Monaragala,2022-01-15,2022-01-16,January,21.2
0.0002376174824031,Monaragala,2022-01-19,2022-01-20,January,21.2
0.0001326319155172,Monaragala,2022-01-21,2022-01-22,January,21.2
0.0001794230674463,Monaragala,2022-01-22,2022-01-23,January,21.2
8.412521659331254e-05,Monaragala,2022-01-23,2022-01-24,January,21.2
0.0002326818946057,Monaragala,2022-01-24,2022-01-25,January,21.2
0.0002099597363527,Monaragala,2022-01-25,2022-01-26,January,21.2
6.107487274713773e-05,Monaragala,2022-01-26,2022-01-27,January,21.2
3.789894896809139e-05,Monaragala,2022-01-28,2022-01-29,January,21.2
0.000124244834961,Monaragala,2022-01-29,2022-01-30,January,21.2
8.119006984543763e-05,Monaragala,2022-01-30,2022-01-31,January,21.2
0.0001029927741867,Monaragala,2022-02-01,2022-02-02,February,21.9
0.0001628499744123,Monaragala,2022-02-03,2022-02-04,February,21.9
0.0002358167217294,Monaragala,2022-02-04,2022-02-05,February,21.9
0.0001118640632385,Monaragala,2022-02-05,2022-02-06,February,21.9
0.0001123039169357,Monaragala,2022-02-06,2022-02-07,February,21.9
4.793761920037975e-05,Monaragala,2022-02-09,2022-02-10,February,21.9
0.0001465204868003,Monaragala,2022-02-10,2022-02-11,February,21.9
0.0002352809638766,Monaragala,2022-02-15,2022-02-16,February,21.9
0.000148720259295,Monaragala,2022-02-16,2022-02-17,February,21.9
5.746163894600296e-05,Monaragala,2022-02-17,2022-02-18,February,21.9
0.0001074017295259,Monaragala,2022-02-20,2022-02-21,February,21.9
0.0001186197066515,Monaragala,2022-02-21,2022-02-22,February,21.9
0.0002358494800091,Monaragala,2022-02-22,2022-02-23,February,21.9
0.0001330033250583,Monaragala,2022-02-27,2022-02-28,February,21.9
8.208431939115771e-05,Monaragala,2022-02-28,2022-03-01,February,21.9
0.0001000116003554,Monaragala,2022-03-06,2022-03-07,March,23.3
4.988848016617349e-05,Monaragala,2022-03-08,2022-03-09,March,23.3
9.5677355513472e-05,Monaragala,2022-03-09,2022-03-10,March,23.3
2.166465297883114e-05,Monaragala,2022-03-10,2022-03-11,March,23.3
6.035951798967552e-05,Monaragala,2022-03-11,2022-03-12,March,23.3
3.306949904638597e-06,Monaragala,2022-03-12,2022-03-13,March,23.3
1.245432806618375e-05,Monaragala,2022-03-13,2022-03-14,March,23.3
0.0002237624382332,Monaragala,2022-03-14,2022-03-15,March,23.3
0.0001972058367146,Monaragala,2022-03-19,2022-03-20,March,23.3
0.000230412959649,Monaragala,2022-03-20,2022-03-21,March,23.3
0.0001276316023894,Monaragala,2022-03-22,2022-03-23,March,23.3
4.720987447887185e-05,Monaragala,2022-03-23,2022-03-24,March,23.3
0.0001703264531614,Monaragala,2022-03-24,2022-03-25,March,23.3
0.0002169561485166,Monaragala,2022-03-25,2022-03-26,March,23.3
9.688271680902353e-05,Monaragala,2022-03-26,2022-03-27,March,23.3
0.0001103898080965,Monaragala,2022-03-27,2022-03-28,March,23.3
2.4146558624289058e-05,Monaragala,2022-03-28,2022-03-29,March,23.3
0.0001853205842944,Monaragala,2022-03-29,2022-03-30,March,23.3
0.0001083465444516,Monaragala,2022-03-30,2022-03-31,March,23.3
0.0001034168669203,Monaragala,2022-03-31,2022-04-01,March,23.3
0.0001546242942771,Monaragala,2022-04-01,2022-04-02,April,23.9
9.973202110753912e-05,Monaragala,2022-04-03,2022-04-04,April,23.9
6.933834462065977e-05,Monaragala,2022-04-04,2022-04-05,April,23.9
4.854575288822801e-05,Monaragala,2022-04-05,2022-04-06,April,23.9
0.0001169672921663,Monaragala,2022-04-07,2022-04-08,April,23.9
0.0002337129740092,Monaragala,2022-04-09,2022-04-10,April,23.9
9.799177696568956e-05,Monaragala,2022-04-15,2022-04-16,April,23.9
0.0001300622257562,Monaragala,2022-04-16,2022-04-17,April,23.9
0.0001577144275662,Monaragala,2022-04-19,2022-04-20,April,23.9
0.0001045685802092,Monaragala,2022-04-20,2022-04-21,April,23.9
0.0001620935543707,Monaragala,2022-04-21,2022-04-22,April,23.9
4.8331475526405384e-05,Monaragala,2022-04-24,2022-04-25,April,23.9
6.699135153564469e-05,Monaragala,2022-04-25,2022-04-26,April,23.9
0.0001680981578776,Monaragala,2022-04-30,2022-05-01,April,23.9
0.0001716319285998,Monaragala,2022-05-01,2022-05-02,May,23.9
0.000153941952826,Monaragala,2022-05-02,2022-05-03,May,23.9
0.0001178873165119,Monaragala,2022-05-04,2022-05-05,May,23.9
0.000336141818107,Monaragala,2022-05-05,2022-05-06,May,23.9
8.519768010760423e-05,Monaragala,2022-05-06,2022-05-07,May,23.9
0.0002533713233931,Monaragala,2022-05-07,2022-05-08,May,23.9
0.0002615822902087,Monaragala,2022-05-09,2022-05-10,May,23.9
0.0003260537352045,Monaragala,2022-05-10,2022-05-11,May,23.9
0.0001853987453654,Monaragala,2022-05-11,2022-05-12,May,23.9
0.0001471338287625,Monaragala,2022-05-13,2022-05-14,May,23.9
7.849313216053559e-05,Monaragala,2022-05-16,2022-05-17,May,23.9
0.0001782288875125,Monaragala,2022-05-17,2022-05-18,May,23.9
0.0002316775954493,Monaragala,2022-05-22,2022-05-23,May,23.9
0.0001570958527437,Monaragala,2022-05-23,2022-05-24,May,23.9
0.0001079426075949,Monaragala,2022-05-25,2022-05-26,May,23.9
0.0002552215786235,Monaragala,2022-05-27,2022-05-28,May,23.9
0.0001120476827857,Monaragala,2022-05-28,2022-05-29,May,23.9
0.0003727297727858,Monaragala,2022-05-29,2022-05-30,May,23.9
0.0001384593117549,Monaragala,2022-06-01,2022-06-02,June,23.8
0.0001899497755579,Monaragala,2022-06-02,2022-06-03,June,23.8
0.000154430664195,Monaragala,2022-06-03,2022-06-04,June,23.8
0.0001355431669568,Monaragala,2022-06-04,2022-06-05,June,23.8
0.0001511694026243,Monaragala,2022-06-05,2022-06-06,June,23.8
6.128548970426238e-05,Monaragala,2022-06-08,2022-06-09,June,23.8
0.0001035015010667,Monaragala,2022-06-09,2022-06-10,June,23.8
0.0001361726816509,Monaragala,2022-06-10,2022-06-11,June,23.8
0.0001668774121773,Monaragala,2022-06-12,2022-06-13,June,23.8
4.762407485519899e-05,Monaragala,2022-06-13,2022-06-14,June,23.8
1.223302247733631e-05,Monaragala,2022-06-14,2022-06-15,June,23.8
9.433055180679496e-05,Monaragala,2022-06-18,2022-06-19,June,23.8
0.0001079864813857,Monaragala,2022-06-19,2022-06-20,June,23.8
0.0001567932746961,Monaragala,2022-06-20,2022-06-21,June,23.8
0.0003269035083558,Monaragala,2022-06-21,2022-06-22,June,23.8
0.0001270743896241,Monaragala,2022-06-22,2022-06-23,June,23.8
0.0001922014131318,Monaragala,2022-06-23,2022-06-24,June,23.8
4.768660969790184e-05,Monaragala,2022-06-24,2022-06-25,June,23.8
9.226980633505304e-05,Monaragala,2022-06-25,2022-06-26,June,23.8
0.0001320930264031,Monaragala,2022-06-26,2022-06-27,June,23.8
0.0001858326231719,Monaragala,2022-06-27,2022-06-28,June,23.8
0.0002148847053817,Monaragala,2022-06-28,2022-06-29,June,23.8
0.000279796277381,Monaragala,2022-06-29,2022-06-30,June,23.8
0.0001057316811367,Monaragala,2022-06-30,2022-07-01,June,23.8
0.0001775011462612,Monaragala,2022-07-01,2022-07-02,July,23.8
0.0002230883299341,Monaragala,2022-07-03,2022-07-04,July,23.8
0.0002430080421285,Monaragala,2022-07-04,2022-07-05,July,23.8
0.0001861318295872,Monaragala,2022-07-07,2022-07-08,July,23.8
0.0001675389009869,Monaragala,2022-07-08,2022-07-09,July,23.8
0.0001399225574384,Monaragala,2022-07-09,2022-07-10,July,23.8
0.0001665130254381,Monaragala,2022-07-12,2022-07-13,July,23.8
0.0001564191829386,Monaragala,2022-07-13,2022-07-14,July,23.8
0.0001606455341105,Monaragala,2022-07-14,2022-07-15,July,23.8
0.0001240808490515,Monaragala,2022-07-15,2022-07-16,July,23.8
0.0001263453095549,Monaragala,2022-07-16,2022-07-17,July,23.8
7.922314935682241e-05,Monaragala,2022-07-20,2022-07-21,July,23.8
5.6299835162175376e-05,Monaragala,2022-07-23,2022-07-24,July,23.8
0.0002433013409587,Monaragala,2022-07-25,2022-07-26,July,23.8
0.000121634786916,Monaragala,2022-07-26,2022-07-27,July,23.8
6.428615959254006e-06,Monaragala,2022-07-27,2022-07-28,July,23.8
0.0001128172799206,Monaragala,2022-07-29,2022-07-30,July,23.8
0.0003062656273082,Monaragala,2022-07-31,2022-08-01,July,23.8
0.0001290827891182,Monaragala,2022-08-01,2022-08-02,August,23.7
0.0002543901689705,Monaragala,2022-08-06,2022-08-07,August,23.7
0.0001017634395562,Monaragala,2022-08-07,2022-08-08,August,23.7
0.0001829580203988,Monaragala,2022-08-08,2022-08-09,August,23.7
8.062365705673347e-05,Monaragala,2022-08-09,2022-08-10,August,23.7
0.0001610837682542,Monaragala,2022-08-10,2022-08-11,August,23.7
2.2865425815258053e-06,Monaragala,2022-08-11,2022-08-12,August,23.7
0.0001619384174868,Monaragala,2022-08-12,2022-08-13,August,23.7
0.0001503587353576,Monaragala,2022-08-13,2022-08-14,August,23.7
0.0001245459857616,Monaragala,2022-08-15,2022-08-16,August,23.7
0.0003082326214618,Monaragala,2022-08-16,2022-08-17,August,23.7
5.2945067858026587e-05,Monaragala,2022-08-17,2022-08-18,August,23.7
0.0001119915697798,Monaragala,2022-08-18,2022-08-19,August,23.7
0.0001681839103357,Monaragala,2022-08-19,2022-08-20,August,23.7
0.0001013076531289,Monaragala,2022-08-20,2022-08-21,August,23.7
6.29574887333676e-05,Monaragala,2022-08-21,2022-08-22,August,23.7
0.0001796024235958,Monaragala,2022-08-22,2022-08-23,August,23.7
0.0002028333078322,Monaragala,2022-08-23,2022-08-24,August,23.7
0.000114355256366,Monaragala,2022-08-24,2022-08-25,August,23.7
0.0001683585832344,Monaragala,2022-08-25,2022-08-26,August,23.7
0.0003666155993432,Monaragala,2022-08-27,2022-08-28,August,23.7
0.0001464442103297,Monaragala,2022-08-28,2022-08-29,August,23.7
2.3367889950696655e-05,Monaragala,2022-08-30,2022-08-31,August,23.7
0.0001147729833832,Monaragala,2022-09-07,2022-09-08,September,23.4
3.9051858740714554e-05,Monaragala,2022-09-08,2022-09-09,September,23.4
0.0002730446005315,Monaragala,2022-09-09,2022-09-10,September,23.4
5.350097557863378e-05,Monaragala,2022-09-10,2022-09-11,September,23.4
0.0001540184275233,Monaragala,2022-09-11,2022-09-12,September,23.4
0.0001640793984975,Monaragala,2022-09-12,2022-09-13,September,23.4
0.0001930638551392,Monaragala,2022-09-13,2022-09-14,September,23.4
6.786710606271234e-05,Monaragala,2022-09-14,2022-09-15,September,23.4
0.0001787747159061,Monaragala,2022-09-15,2022-09-16,September,23.4
0.0002386492077856,Monaragala,2022-09-16,2022-09-17,September,23.4
0.0002231763573087,Monaragala,2022-09-17,2022-09-18,September,23.4
0.0002391497194981,Monaragala,2022-09-18,2022-09-19,September,23.4
0.0001056099522237,Monaragala,2022-09-20,2022-09-21,September,23.4
0.0001441584638045,Monaragala,2022-09-21,2022-09-22,September,23.4
0.000180134265529,Monaragala,2022-09-22,2022-09-23,September,23.4
0.0002096296985214,Monaragala,2022-09-23,2022-09-24,September,23.4
0.0001260005997334,Monaragala,2022-09-24,2022-09-25,September,23.4
4.1081816332916035e-05,Monaragala,2022-09-25,2022-09-26,September,23.4
0.0002736688401451,Monaragala,2022-09-26,2022-09-27,September,23.4
0.0001774220567011,Monaragala,2022-09-27,2022-09-28,September,23.4
7.473091992894668e-05,Monaragala,2022-09-28,2022-09-29,September,23.4
0.0002376223375043,Monaragala,2022-09-29,2022-09-30,September,23.4
0.0001376068250483,Monaragala,2022-10-02,2022-10-03,October,22.8
0.0002067781155085,Monaragala,2022-10-03,2022-10-04,October,22.8
0.0001246335301755,Monaragala,2022-10-04,2022-10-05,October,22.8
6.674386908534818e-05,Monaragala,2022-10-06,2022-10-07,October,22.8
0.0001643729105712,Monaragala,2022-10-08,2022-10-09,October,22.8
0.0002193730183409,Monaragala,2022-10-09,2022-10-10,October,22.8
3.449358466005306e-05,Monaragala,2022-10-13,2022-10-14,October,22.8
0.000282090150799,Monaragala,2022-10-14,2022-10-15,October,22.8
0.0001844776796976,Monaragala,2022-10-19,2022-10-20,October,22.8
0.0001578350670552,Monaragala,2022-10-20,2022-10-21,October,22.8
0.0001267392255422,Monaragala,2022-10-23,2022-10-24,October,22.8
0.0002098742992258,Monaragala,2022-10-25,2022-10-26,October,22.8
0.0002037890986673,Monaragala,2022-10-28,2022-10-29,October,22.8
6.325801240601419e-05,Monaragala,2022-10-29,2022-10-30,October,22.8
0.000177525772793,Monaragala,2022-10-31,2022-11-01,October,22.8
8.213578400522161e-05,Monaragala,2022-11-01,2022-11-02,November,22.0
0.0002183766681905,Monaragala,2022-11-04,2022-11-05,November,22.0
0.0002652163275385,Monaragala,2022-11-06,2022-11-07,November,22.0
9.729362035964554e-05,Monaragala,2022-11-14,2022-11-15,November,22.0
6.894515349944049e-05,Monaragala,2022-11-17,2022-11-18,November,22.0
9.551900451970456e-05,Monaragala,2022-11-20,2022-11-21,November,22.0
0.0001791424780923,Monaragala,2022-11-21,2022-11-22,November,22.0
0.0001254390730609,Monaragala,2022-11-22,2022-11-23,November,22.0
8.874084220591178e-05,Monaragala,2022-11-23,2022-11-24,November,22.0
0.0001742607919161,Monaragala,2022-11-25,2022-11-26,November,22.0
0.0002330772546708,Monaragala,2022-11-26,2022-11-27,November,22.0
9.664530080675252e-05,Monaragala,2022-11-27,2022-11-28,November,22.0
7.582678952409629e-05,Monaragala,2022-11-28,2022-11-29,November,22.0
9.087931387600552e-05,Monaragala,2022-11-29,2022-11-30,November,22.0
3.4301254109747285e-05,Monaragala,2022-11-30,2022-12-01,November,22.0
1.483944081886052e-05,Monaragala,2022-12-04,2022-12-05,December,21.1
3.249251903080375e-05,Monaragala,2022-12-11,2022-12-12,December,21.1
9.332391497136552e-05,Monaragala,2022-12-12,2022-12-13,December,21.1
0.0001132003923718,Monaragala,2022-12-13,2022-12-14,December,21.1
0.0002332113942527,Monaragala,2022-12-14,2022-12-15,December,21.1
0.0001380992484361,Monaragala,2022-12-15,2022-12-16,December,21.1
6.192231431947956e-05,Monaragala,2022-12-22,2022-12-23,December,21.1
6.386080974088986e-05,Monaragala,2022-12-26,2022-12-27,December,21.1
0.0001288000959468,Monaragala,2022-12-27,2022-12-28,December,21.1
3.737630164151148e-05,Monaragala,2022-12-28,2022-12-29,December,21.1
9.13798610881482e-05,Monaragala,2022-12-30,2022-12-31,December,21.1
0.0001283335866089,Monaragala,2023-01-01,2023-01-02,January,21.2
7.220780927990868e-05,Monaragala,2023-01-10,2023-01-11,January,21.2
0.0001394416334966,Monaragala,2023-01-11,2023-01-12,January,21.2
5.2493036925786214e-05,Monaragala,2023-01-12,2023-01-13,January,21.2
5.000602058414524e-06,Monaragala,2023-01-13,2023-01-14,January,21.2
8.863289752844428e-05,Monaragala,2023-01-16,2023-01-17,January,21.2
5.6282765383571e-05,Monaragala,2023-01-19,2023-01-20,January,21.2
7.911128456445294e-05,Monaragala,2023-01-28,2023-01-29,January,21.2
5.354888098592442e-05,Monaragala,2023-01-29,2023-01-30,January,21.2
2.815189935337174e-05,Monaragala,2023-02-08,2023-02-09,February,21.9
1.3688751233704951e-05,Monaragala,2023-02-12,2023-02-13,February,21.9
9.253631953502777e-06,Monaragala,2023-02-13,2023-02-14,February,21.9
2.0453660732441056e-05,Monaragala,2023-02-15,2023-02-16,February,21.9
4.0388981323842214e-05,Monaragala,2023-02-16,2023-02-17,February,21.9
0.0001148673853688,Monaragala,2023-02-18,2023-02-19,February,21.9
2.236576275588796e-05,Monaragala,2023-02-22,2023-02-23,February,21.9
6.056769312775744e-05,Monaragala,2023-02-24,2023-02-25,February,21.9
0.0001596039755767,Monaragala,2023-02-25,2023-02-26,February,21.9
8.01480141602954e-05,Monaragala,2023-02-26,2023-02-27,February,21.9
9.324721967761766e-05,Monaragala,2023-03-06,2023-03-07,March,23.3
0.0001219175669072,Monaragala,2023-03-07,2023-03-08,March,23.3
0.0001278050003658,Monaragala,2023-03-15,2023-03-16,March,23.3
0.0001022261010403,Monaragala,2023-03-17,2023-03-18,March,23.3
6.01184240263142e-05,Monaragala,2023-03-18,2023-03-19,March,23.3
5.2538829436081474e-05,Monaragala,2023-03-21,2023-03-22,March,23.3
7.30273155036859e-05,Monaragala,2023-03-22,2023-03-23,March,23.3
0.0001261066455868,Monaragala,2023-03-23,2023-03-24,March,23.3
6.108779062711585e-05,Monaragala,2023-03-24,2023-03-25,March,23.3
0.000142868833949,Monaragala,2023-03-25,2023-03-26,March,23.3
1.4922944855089468e-05,Monaragala,2023-03-26,2023-03-27,March,23.3
0.0001491793745415,Monaragala,2023-03-27,2023-03-28,March,23.3
5.902269883642364e-05,Monaragala,2023-03-28,2023-03-29,March,23.3
0.0002249340753638,Monaragala,2023-03-29,2023-03-30,March,23.3
0.0001262377182972,Monaragala,2023-03-30,2023-03-31,March,23.3
0.0001279941746677,Monaragala,2023-03-31,2023-04-01,March,23.3
0.0002433836838427,Monaragala,2023-04-01,2023-04-02,April,23.9
0.0001831173118958,Monaragala,2023-04-02,2023-04-03,April,23.9
0.0001878093548256,Monaragala,2023-04-03,2023-04-04,April,23.9
9.33178331021272e-05,Monaragala,2023-04-05,2023-04-06,April,23.9
0.0001446547338905,Monaragala,2023-04-06,2023-04-07,April,23.9
0.0001867145817621,Monaragala,2023-04-07,2023-04-08,April,23.9
7.446146404588103e-05,Monaragala,2023-04-09,2023-04-10,April,23.9
0.000272307226341,Monaragala,2023-04-10,2023-04-11,April,23.9
3.961633975034271e-05,Monaragala,2023-04-11,2023-04-12,April,23.9
0.0001254275484334,Monaragala,2023-04-12,2023-04-13,April,23.9
0.0001222713386364,Monaragala,2023-04-13,2023-04-14,April,23.9
0.0002009165835803,Monaragala,2023-04-14,2023-04-15,April,23.9
0.0002510396238093,Monaragala,2023-04-15,2023-04-16,April,23.9
0.000265150836467,Monaragala,2023-04-16,2023-04-17,April,23.9
0.0001828469312692,Monaragala,2023-04-17,2023-04-18,April,23.9
5.927236796484201e-05,Monaragala,2023-04-18,2023-04-19,April,23.9
0.0001261644770672,Monaragala,2023-04-19,2023-04-20,April,23.9
0.0001603608597523,Monaragala,2023-04-20,2023-04-21,April,23.9
0.0001480789506565,Monaragala,2023-04-22,2023-04-23,April,23.9
6.802841572613187e-05,Monaragala,2023-04-23,2023-04-24,April,23.9
0.0001909498520623,Monaragala,2023-04-24,2023-04-25,April,23.9
0.0001299809085769,Monaragala,2023-04-27,2023-04-28,April,23.9
0.0001162336320814,Monaragala,2023-04-28,2023-04-29,April,23.9
0.0001114706079942,Monaragala,2023-04-30,2023-05-01,April,23.9
0.0002516299363652,Monaragala,2023-05-04,2023-05-05,May,23.9
0.0001143118295107,Monaragala,2023-05-06,2023-05-07,May,23.9
0.0001378232337692,Monaragala,2023-05-08,2023-05-09,May,23.9
0.0001793466303463,Monaragala,2023-05-12,2023-05-13,May,23.9
0.0001192544174359,Monaragala,2023-05-13,2023-05-14,May,23.9
0.0001549257019435,Monaragala,2023-05-14,2023-05-15,May,23.9
0.0001160242998702,Monaragala,2023-05-15,2023-05-16,May,23.9
0.0002239920749595,Monaragala,2023-05-17,2023-05-18,May,23.9
8.010698090335367e-05,Monaragala,2023-05-18,2023-05-19,May,23.9
0.0001438446510678,Monaragala,2023-05-19,2023-05-20,May,23.9
0.0001816335357648,Monaragala,2023-05-20,2023-05-21,May,23.9
0.0001173338583628,Monaragala,2023-05-23,2023-05-24,May,23.9
0.0001674213574888,Monaragala,2023-05-24,2023-05-25,May,23.9
4.471236742579997e-05,Monaragala,2023-05-25,2023-05-26,May,23.9
0.0002027984682162,Monaragala,2023-05-26,2023-05-27,May,23.9
9.86769841683378e-05,Monaragala,2023-05-28,2023-05-29,May,23.9
0.0001641449360856,Monaragala,2023-05-30,2023-05-31,May,23.9
0.0002273388996954,Monaragala,2023-05-31,2023-06-01,May,23.9
0.0001877292285263,Monaragala,2023-06-01,2023-06-02,June,23.8
0.0002692410911153,Monaragala,2023-06-02,2023-06-03,June,23.8
0.0003196908063168,Monaragala,2023-06-03,2023-06-04,June,23.8
0.0002066275469248,Monaragala,2023-06-04,2023-06-05,June,23.8
0.0001405528952863,Monaragala,2023-06-05,2023-06-06,June,23.8
0.0001511723021407,Monaragala,2023-06-06,2023-06-07,June,23.8
0.0002024416598184,Monaragala,2023-06-07,2023-06-08,June,23.8
0.000188782809754,Monaragala,2023-06-08,2023-06-09,June,23.8
0.0002056168337351,Monaragala,2023-06-09,2023-06-10,June,23.8
0.0001173718132475,Monaragala,2023-06-10,2023-06-11,June,23.8
9.2957890882259e-05,Monaragala,2023-06-11,2023-06-12,June,23.8
8.198606521061681e-05,Monaragala,2023-06-13,2023-06-14,June,23.8
6.809079202248158e-05,Monaragala,2023-06-14,2023-06-15,June,23.8
0.0001090269070658,Monaragala,2023-06-15,2023-06-16,June,23.8
0.000215583682279,Monaragala,2023-06-17,2023-06-18,June,23.8
0.0001990662783967,Monaragala,2023-06-19,2023-06-20,June,23.8
0.0001937465135267,Monaragala,2023-06-20,2023-06-21,June,23.8
0.0001447145701136,Monaragala,2023-06-22,2023-06-23,June,23.8
0.0001188696784797,Monaragala,2023-06-23,2023-06-24,June,23.8
0.0002120020773062,Monaragala,2023-06-24,2023-06-25,June,23.8
0.0002117889012158,Monaragala,2023-06-25,2023-06-26,June,23.8
0.0001981141989922,Monaragala,2023-06-27,2023-06-28,June,23.8
0.0001993404561058,Monaragala,2023-06-29,2023-06-30,June,23.8
0.0001702618891156,Monaragala,2023-06-30,2023-07-01,June,23.8
0.0001851824072124,Monaragala,2023-07-01,2023-07-02,July,23.8
4.458375696591515e-06,Monaragala,2023-07-03,2023-07-04,July,23.8
0.0001433209422696,Monaragala,2023-07-07,2023-07-08,July,23.8
0.0001550443980398,Monaragala,2023-07-08,2023-07-09,July,23.8
0.0001554796344846,Monaragala,2023-07-09,2023-07-10,July,23.8
0.0001757203352536,Monaragala,2023-07-12,2023-07-13,July,23.8
9.66009876480142e-05,Monaragala,2023-07-13,2023-07-14,July,23.8
0.0001104643857941,Monaragala,2023-07-15,2023-07-16,July,23.8
0.0001189682080453,Monaragala,2023-07-16,2023-07-17,July,23.8
0.0001208383808773,Monaragala,2023-07-17,2023-07-18,July,23.8
0.0002733912306849,Monaragala,2023-07-18,2023-07-19,July,23.8
0.0001187002606663,Monaragala,2023-07-19,2023-07-20,July,23.8
0.000106830889115,Monaragala,2023-07-20,2023-07-21,July,23.8
5.668722090635835e-05,Monaragala,2023-07-21,2023-07-22,July,23.8
0.0001564204705716,Monaragala,2023-07-22,2023-07-23,July,23.8
0.0002179046190634,Monaragala,2023-07-23,2023-07-24,July,23.8
0.00025115422305,Monaragala,2023-07-26,2023-07-27,July,23.8
0.0001281007107946,Monaragala,2023-07-27,2023-07-28,July,23.8
0.0001021441512912,Monaragala,2023-07-28,2023-07-29,July,23.8
0.000160103284933,Monaragala,2023-07-29,2023-07-30,July,23.8
0.0003687376553945,Monaragala,2023-07-30,2023-07-31,July,23.8
0.0003153998737732,Monaragala,2023-07-31,2023-08-01,July,23.8
0.0001898763432625,Monaragala,2023-08-01,2023-08-02,August,23.7
0.0002473665619546,Monaragala,2023-08-02,2023-08-03,August,23.7
0.0002419714719441,Monaragala,2023-08-03,2023-08-04,August,23.7
0.0001980778409538,Monaragala,2023-08-04,2023-08-05,August,23.7
0.000339990918534,Monaragala,2023-08-05,2023-08-06,August,23.7
8.58559710118409e-05,Monaragala,2023-08-06,2023-08-07,August,23.7
0.0001988308266181,Monaragala,2023-08-07,2023-08-08,August,23.7
0.0001747349879002,Monaragala,2023-08-08,2023-08-09,August,23.7
7.091945495140999e-05,Monaragala,2023-08-09,2023-08-10,August,23.7
0.0002060501310639,Monaragala,2023-08-10,2023-08-11,August,23.7
0.0002142767733785,Monaragala,2023-08-12,2023-08-13,August,23.7
7.606611022324817e-05,Monaragala,2023-08-13,2023-08-14,August,23.7
0.0002149717127502,Monaragala,2023-08-14,2023-08-15,August,23.7
0.0001488209093408,Monaragala,2023-08-17,2023-08-18,August,23.7
0.0001986075882669,Monaragala,2023-08-18,2023-08-19,August,23.7
0.0002184072913769,Monaragala,2023-08-19,2023-08-20,August,23.7
0.0001889968215497,Monaragala,2023-08-20,2023-08-21,August,23.7
0.0001839161318884,Monaragala,2023-08-21,2023-08-22,August,23.7
0.000217634486129,Monaragala,2023-08-23,2023-08-24,August,23.7
0.0002795520334689,Monaragala,2023-08-24,2023-08-25,August,23.7
0.0001930577869529,Monaragala,2023-08-25,2023-08-26,August,23.7
0.0001537767020066,Monaragala,2023-08-26,2023-08-27,August,23.7
0.0001306376612999,Monaragala,2023-08-27,2023-08-28,August,23.7
8.494988283375329e-05,Monaragala,2023-08-28,2023-08-29,August,23.7
0.0003244779146984,Monaragala,2023-08-29,2023-08-30,August,23.7
9.18672817281062e-05,Monaragala,2023-08-30,2023-08-31,August,23.7
0.0003273078949918,Monaragala,2023-09-05,2023-09-06,September,23.4
0.0001726898125396,Monaragala,2023-09-09,2023-09-10,September,23.4
1.243351286251972e-05,Monaragala,2023-09-10,2023-09-11,September,23.4
0.0001231097686521,Monaragala,2023-09-12,2023-09-13,September,23.4
0.000184832718426,Monaragala,2023-09-14,2023-09-15,September,23.4
1.4791116261098748e-05,Monaragala,2023-09-19,2023-09-20,September,23.4
7.734945306734735e-05,Monaragala,2023-09-21,2023-09-22,September,23.4
0.0003038097633447,Monaragala,2023-09-24,2023-09-25,September,23.4
0.0002692169211824,Monaragala,2023-09-25,2023-09-26,September,23.4
0.0002706316474103,Monaragala,2023-09-26,2023-09-27,September,23.4
