HCHO_Amount,Location,Present_Date,Next_Date
7.268614753835689e-05,Nuwara Eliya,2020-07-14,2020-07-15
4.08860571681486e-05,Nuwara Eliya,2020-07-17,2020-07-18
0.0002360391935347,Nuwara Eliya,2020-07-21,2020-07-22
0.0001641782680617,Nuwara Eliya,2020-07-22,2020-07-23
3.940120436492337e-05,Nuwara Eliya,2020-07-23,2020-07-24
1.8307914429828847e-05,Nuwara Eliya,2020-07-24,2020-07-25
3.338662814463333e-05,Nuwara Eliya,2020-08-12,2020-08-13
8.667626106018816e-05,Nuwara Eliya,2020-08-14,2020-08-15
6.735485344983625e-05,Nuwara Eliya,2020-08-18,2020-08-19
2.3781878090163852e-05,Nuwara Eliya,2020-08-19,2020-08-20
7.405326262252661e-05,Nuwara Eliya,2020-08-20,2020-08-21
0.0001291053689817,Nuwara Eliya,2020-08-21,2020-08-22
4.066184479083674e-05,Nuwara Eliya,2020-08-31,2020-09-01
0.0001083789686832,Nuwara Eliya,2020-09-04,2020-09-05
7.112750198193982e-05,Nuwara Eliya,2020-10-04,2020-10-05
6.444454029010681e-05,Nuwara Eliya,2020-10-05,2020-10-06
2.9359238841637245e-05,Nuwara Eliya,2020-10-06,2020-10-07
1.863356916168653e-05,Nuwara Eliya,2020-10-17,2020-10-18
0.0001137325897504,Nuwara Eliya,2020-10-18,2020-10-19
7.762867309092792e-05,Nuwara Eliya,2020-10-20,2020-10-21
1.6405422827528453e-06,Nuwara Eliya,2020-10-23,2020-10-24
0.0001060905371189,Nuwara Eliya,2020-10-24,2020-10-25
5.765260364341179e-05,Nuwara Eliya,2020-10-25,2020-10-26
8.459547186976746e-05,Nuwara Eliya,2020-10-26,2020-10-27
0.0001801439200016,Nuwara Eliya,2020-11-01,2020-11-02
0.0002142236491755,Nuwara Eliya,2020-11-02,2020-11-03
5.552121763614652e-05,Nuwara Eliya,2020-11-13,2020-11-14
4.101707495414875e-05,Nuwara Eliya,2020-11-26,2020-11-27
4.0722158054193994e-05,Nuwara Eliya,2020-11-27,2020-11-28
0.0001118550445562,Nuwara Eliya,2020-11-30,2020-12-01
5.38102830412897e-05,Nuwara Eliya,2020-12-06,2020-12-07
0.0002231214330577,Nuwara Eliya,2020-12-09,2020-12-10
6.401898028405714e-05,Nuwara Eliya,2020-12-15,2020-12-16
8.736900134538711e-05,Nuwara Eliya,2020-12-16,2020-12-17
0.0002771661984116,Nuwara Eliya,2020-12-17,2020-12-18
0.0001279035072759,Nuwara Eliya,2020-12-25,2020-12-26
2.577250318826315e-05,Nuwara Eliya,2020-12-29,2020-12-30
0.0001332655869342,Nuwara Eliya,2020-12-30,2020-12-31
0.0001068125785356,Nuwara Eliya,2021-01-20,2021-01-21
0.0001869301887765,Nuwara Eliya,2021-01-21,2021-01-22
0.0001061579994683,Nuwara Eliya,2021-01-22,2021-01-23
0.0001688553276625,Nuwara Eliya,2021-01-24,2021-01-25
1.0221516709139655e-05,Nuwara Eliya,2021-01-25,2021-01-26
0.0001343015733841,Nuwara Eliya,2021-01-26,2021-01-27
0.0001224238430861,Nuwara Eliya,2021-01-27,2021-01-28
0.0001469255913887,Nuwara Eliya,2021-02-09,2021-02-10
0.000182039824095,Nuwara Eliya,2021-02-10,2021-02-11
6.0991965920387585e-05,Nuwara Eliya,2021-02-11,2021-02-12
1.8761273554395917e-05,Nuwara Eliya,2021-02-12,2021-02-13
0.000104208506148,Nuwara Eliya,2021-02-15,2021-02-16
0.0001972394579192,Nuwara Eliya,2021-02-16,2021-02-17
0.0001359928367385,Nuwara Eliya,2021-02-17,2021-02-18
0.0001509140828747,Nuwara Eliya,2021-02-18,2021-02-19
6.949462057990891e-05,Nuwara Eliya,2021-02-23,2021-02-24
0.0001288248443664,Nuwara Eliya,2021-02-24,2021-02-25
0.0001058817913945,Nuwara Eliya,2021-02-26,2021-02-27
0.0001929482387941,Nuwara Eliya,2021-02-27,2021-02-28
0.0002182676237054,Nuwara Eliya,2021-02-28,2021-03-01
4.993875692866424e-05,Nuwara Eliya,2021-03-01,2021-03-02
6.669064590931174e-06,Nuwara Eliya,2021-03-02,2021-03-03
0.0001098576512754,Nuwara Eliya,2021-03-04,2021-03-05
0.0001520140450611,Nuwara Eliya,2021-03-06,2021-03-07
0.0001132469209601,Nuwara Eliya,2021-03-07,2021-03-08
9.057991938279364e-05,Nuwara Eliya,2021-03-15,2021-03-16
5.105386298132563e-05,Nuwara Eliya,2021-03-16,2021-03-17
7.561145937623848e-05,Nuwara Eliya,2021-03-17,2021-03-18
0.0001038568998208,Nuwara Eliya,2021-03-22,2021-03-23
0.000116170097935,Nuwara Eliya,2021-03-30,2021-03-31
0.0002099248065849,Nuwara Eliya,2021-03-31,2021-04-01
8.696148634597843e-05,Nuwara Eliya,2021-04-01,2021-04-02
0.0002628107192817,Nuwara Eliya,2021-04-02,2021-04-03
1.692889661756688e-05,Nuwara Eliya,2021-04-03,2021-04-04
0.0001190789900508,Nuwara Eliya,2021-04-04,2021-04-05
0.0001675908371199,Nuwara Eliya,2021-04-05,2021-04-06
0.0001377191974507,Nuwara Eliya,2021-04-06,2021-04-07
5.0220362039466525e-05,Nuwara Eliya,2021-04-07,2021-04-08
0.0002280208290907,Nuwara Eliya,2021-04-08,2021-04-09
0.0001257294799757,Nuwara Eliya,2021-04-17,2021-04-18
0.0002574346148924,Nuwara Eliya,2021-04-18,2021-04-19
7.389465232058697e-05,Nuwara Eliya,2021-04-20,2021-04-21
1.071458091709474e-05,Nuwara Eliya,2021-04-23,2021-04-24
0.0002413358536855,Nuwara Eliya,2021-04-24,2021-04-25
0.0001032247339513,Nuwara Eliya,2021-04-25,2021-04-26
0.000115540264715,Nuwara Eliya,2021-04-29,2021-04-30
0.0002161074860211,Nuwara Eliya,2021-05-04,2021-05-05
1.3986912276897812e-06,Nuwara Eliya,2021-05-06,2021-05-07
6.818923854570413e-05,Nuwara Eliya,2021-05-08,2021-05-09
0.0001611427307691,Nuwara Eliya,2021-05-14,2021-05-15
0.0001340646563734,Nuwara Eliya,2021-05-18,2021-05-19
7.453469622980183e-06,Nuwara Eliya,2021-05-22,2021-05-23
4.0366532277195355e-05,Nuwara Eliya,2021-05-30,2021-05-31
0.0001492267899274,Nuwara Eliya,2021-05-31,2021-06-01
0.0001467827662152,Nuwara Eliya,2021-06-01,2021-06-02
0.0001665395496044,Nuwara Eliya,2021-06-10,2021-06-11
0.0002186905243893,Nuwara Eliya,2021-06-11,2021-06-12
1.409621244680026e-05,Nuwara Eliya,2021-06-15,2021-06-16
8.868142074216778e-05,Nuwara Eliya,2021-06-20,2021-06-21
0.0001369127368131,Nuwara Eliya,2021-06-21,2021-06-22
8.49216169201307e-06,Nuwara Eliya,2021-06-25,2021-06-26
2.4159278216488107e-05,Nuwara Eliya,2021-06-27,2021-06-28
7.456395320699945e-05,Nuwara Eliya,2021-06-28,2021-06-29
4.2125850318003266e-05,Nuwara Eliya,2021-06-30,2021-07-01
0.0001659052132802,Nuwara Eliya,2021-07-02,2021-07-03
0.0001756359012158,Nuwara Eliya,2021-07-13,2021-07-14
6.109852446906464e-06,Nuwara Eliya,2021-07-20,2021-07-21
0.0001029027602073,Nuwara Eliya,2021-07-28,2021-07-29
2.437888853628139e-05,Nuwara Eliya,2021-07-29,2021-07-30
6.6710241007362e-05,Nuwara Eliya,2021-07-31,2021-08-01
0.0001111310664738,Nuwara Eliya,2021-08-03,2021-08-04
3.1993589298893425e-05,Nuwara Eliya,2021-08-12,2021-08-13
0.0001259911450523,Nuwara Eliya,2021-08-14,2021-08-15
3.511333889729143e-05,Nuwara Eliya,2021-08-18,2021-08-19
2.4651114747045136e-05,Nuwara Eliya,2021-08-19,2021-08-20
3.489953156582662e-05,Nuwara Eliya,2021-08-24,2021-08-25
3.692049190757886e-06,Nuwara Eliya,2021-09-07,2021-09-08
0.000156822712461,Nuwara Eliya,2021-09-09,2021-09-10
7.427787813188622e-05,Nuwara Eliya,2021-09-12,2021-09-13
6.450556138100209e-05,Nuwara Eliya,2021-09-15,2021-09-16
4.5666490458207514e-05,Nuwara Eliya,2021-09-16,2021-09-17
4.27022475417008e-05,Nuwara Eliya,2021-09-27,2021-09-28
0.0001606734136213,Nuwara Eliya,2021-10-06,2021-10-07
